2007-12-19
0,0,0,0,0,0
0,0,11,0,0,0
0,0,48,0,0,0
0,0,23,0,0,0
0,0,51,0,0,0
0,0,32,0,0,0
34,0,14,0,13,0
41,0,38,21,24,49
26,0,30,29,45,3
28,16,10,53,6,47
46,8,5,31,17,2
15,7,54,9,37,22
44,18,25,50,43,36
1,33,27,20,19,12
42,4,40,35,52,39
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,34,0,0
11,0,0,49,0,0
3,0,13,41,0,0
14,0,16,24,0,0
8,23,26,38,0,48
17,6,28,30,0,45
2,21,29,46,0,32
5,10,31,15,51,53
22,7,9,37,47,54
18,25,36,43,44,50
1,12,19,20,27,33
4,35,39,40,42,52
0,0,0,0,0,0
0,0,11,0,0,0
0,0,23,0,0,0
0,0,51,0,0,0
0,0,32,0,0,0
0,0,14,0,0,0
34,0,38,21,0,0
41,0,30,29,13,49
26,0,10,53,24,3
28,16,5,31,6,2
46,7,54,9,17,22
15,18,25,50,37,36
44,33,27,20,43,12
42,4,40,35,19,39
47,48,1,52,8,45
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,34,0,0
0,0,0,49,0,0
0,0,13,41,0,0
11,0,16,24,0,0
3,23,26,38,0,0
14,6,28,30,0,0
17,21,29,46,0,0
2,10,31,15,0,32
5,7,9,37,51,53
22,25,36,43,44,54
18,12,19,20,27,50
4,35,39,40,42,33
1,8,45,47,48,52
